row_id,booking,arrival,resolved,lead_time,arrival_month,stays_in_weekend_nights,stays_in_week_nights,hotel,meal,market_segment,distribution_channel,reserved_room_type,customer_type,target
47469,2016-02-19,2016-02-23,2016-02-23,4,2,0,2,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,1
47539,2016-02-19,2016-02-26,2016-02-23,7,2,0,2,City Hotel,BB,Complementary,Direct,D,Transient,1
47749,2016-02-19,2016-03-02,2016-02-28,12,3,0,3,City Hotel,BB,Online TA,TA/TO,D,Transient,1
47809,2016-02-19,2016-03-04,2016-02-29,14,3,1,2,City Hotel,BB,Online TA,TA/TO,A,Transient,1
47820,2016-02-19,2016-03-04,2016-02-25,14,3,2,7,City Hotel,BB,Online TA,TA/TO,A,Transient,1
47821,2016-02-19,2016-03-04,2016-02-25,14,3,2,7,City Hotel,HB,Online TA,TA/TO,A,Transient,1
47917,2016-02-19,2016-03-09,2016-03-09,19,3,0,3,City Hotel,SC,Online TA,TA/TO,A,Transient,1
48165,2016-02-19,2016-03-18,2016-03-18,28,3,0,1,City Hotel,SC,Online TA,TA/TO,A,Transient,1
48362,2016-02-19,2016-03-22,2016-03-22,32,3,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,1
48491,2016-02-19,2016-03-24,2016-02-20,34,3,1,3,City Hotel,SC,Online TA,TA/TO,A,Transient,1
48497,2016-02-19,2016-03-24,2016-02-20,34,3,1,3,City Hotel,BB,Online TA,TA/TO,A,Transient,1
48516,2016-02-19,2016-03-25,2016-02-19,35,3,0,1,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,1
48524,2016-02-19,2016-03-25,2016-02-27,35,3,0,2,City Hotel,BB,Online TA,TA/TO,D,Transient,1
48562,2016-02-19,2016-03-25,2016-02-19,35,3,1,2,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,1
48635,2016-02-19,2016-03-25,2016-02-19,35,3,2,2,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,1
48917,2016-02-19,2016-04-02,2016-02-19,43,4,1,1,City Hotel,BB,Online TA,TA/TO,A,Transient,1
49629,2016-02-19,2016-04-16,2016-02-22,57,4,2,1,City Hotel,BB,Online TA,TA/TO,F,Transient,1
82719,2016-02-19,2016-02-23,2016-02-24,4,2,0,1,City Hotel,BB,Corporate,Corporate,A,Transient,0
84135,2016-02-19,2016-02-19,2016-02-20,0,2,0,1,City Hotel,BB,Corporate,TA/TO,A,Transient-Party,0
84236,2016-02-19,2016-02-20,2016-02-21,1,2,0,1,City Hotel,BB,Direct,Direct,A,Transient,0
84242,2016-02-19,2016-02-20,2016-02-21,1,2,0,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
84251,2016-02-19,2016-02-19,2016-02-21,0,2,0,2,City Hotel,BB,Direct,Direct,D,Transient,0
84260,2016-02-19,2016-02-20,2016-02-22,1,2,1,1,City Hotel,BB,Direct,Direct,F,Transient,0
84266,2016-02-19,2016-02-21,2016-02-22,2,2,1,0,City Hotel,SC,Offline TA/TO,GDS,A,Transient,0
84313,2016-02-19,2016-02-20,2016-02-23,1,2,2,1,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
84314,2016-02-19,2016-02-20,2016-02-23,1,2,2,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
84343,2016-02-19,2016-02-21,2016-02-24,2,2,2,1,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
84359,2016-02-19,2016-02-24,2016-02-25,5,2,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
84420,2016-02-19,2016-02-24,2016-02-26,5,2,0,2,City Hotel,BB,Corporate,Corporate,A,Transient-Party,0
84427,2016-02-19,2016-02-25,2016-02-26,6,2,0,1,City Hotel,BB,Corporate,Corporate,A,Transient-Party,0
84443,2016-02-19,2016-02-22,2016-02-26,3,2,1,3,City Hotel,BB,Direct,Direct,A,Transient,0
84516,2016-02-19,2016-02-24,2016-02-28,5,2,0,4,City Hotel,BB,Corporate,Corporate,A,Transient-Party,0
84526,2016-02-19,2016-02-26,2016-02-28,7,2,0,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
84566,2016-02-19,2016-02-25,2016-02-28,6,2,0,3,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
84573,2016-02-19,2016-02-26,2016-02-28,7,2,0,2,City Hotel,BB,Online TA,TA/TO,D,Transient,0
84574,2016-02-19,2016-02-24,2016-02-28,5,2,0,4,City Hotel,BB,Corporate,Corporate,A,Transient,0
84575,2016-02-19,2016-02-24,2016-02-28,5,2,0,4,City Hotel,BB,Corporate,Corporate,A,Transient-Party,0
84605,2016-02-19,2016-02-25,2016-02-29,6,2,1,3,City Hotel,BB,Online TA,TA/TO,D,Transient,0
84699,2016-02-19,2016-03-01,2016-03-03,11,3,0,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
84870,2016-02-19,2016-03-02,2016-03-05,12,3,0,3,City Hotel,BB,Online TA,TA/TO,D,Transient,0
85017,2016-02-19,2016-03-05,2016-03-08,15,3,2,1,City Hotel,SC,Online TA,TA/TO,A,Transient-Party,0
85314,2016-02-19,2016-03-11,2016-03-13,21,3,0,2,City Hotel,BB,Direct,Direct,D,Transient,0
85515,2016-02-19,2016-03-15,2016-03-17,25,3,0,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
85636,2016-02-19,2016-03-16,2016-03-19,26,3,0,3,City Hotel,BB,Online TA,TA/TO,A,Transient,0
85697,2016-02-19,2016-03-18,2016-03-20,28,3,0,2,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient-Party,0
86086,2016-02-19,2016-03-24,2016-03-27,34,3,0,3,City Hotel,BB,Direct,Direct,A,Transient,0
86158,2016-02-19,2016-03-25,2016-03-28,35,3,1,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
86461,2016-02-19,2016-03-31,2016-04-03,41,3,0,3,City Hotel,BB,Online TA,TA/TO,A,Transient,0
86472,2016-02-19,2016-03-31,2016-04-04,41,3,1,3,City Hotel,BB,Online TA,TA/TO,A,Transient,0
86482,2016-02-19,2016-04-01,2016-04-04,42,4,1,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
87127,2016-02-19,2016-04-11,2016-04-15,52,4,1,3,City Hotel,SC,Online TA,TA/TO,A,Transient,0
21197,2016-02-20,2016-02-20,2016-02-21,0,2,0,1,Resort Hotel,BB,Direct,Direct,D,Transient,0
21210,2016-02-20,2016-02-20,2016-02-21,0,2,0,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
21211,2016-02-20,2016-02-20,2016-02-21,0,2,0,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
21213,2016-02-20,2016-02-20,2016-02-21,0,2,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21216,2016-02-20,2016-02-20,2016-02-21,0,2,0,1,Resort Hotel,BB,Direct,Direct,D,Transient,0
21217,2016-02-20,2016-02-20,2016-02-21,0,2,0,1,Resort Hotel,BB,Direct,Direct,D,Transient,0
21226,2016-02-20,2016-02-20,2016-02-22,0,2,1,1,Resort Hotel,HB,Online TA,TA/TO,D,Transient,0
21289,2016-02-20,2016-02-20,2016-02-25,0,2,2,3,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21371,2016-02-20,2016-02-24,2016-02-28,4,2,0,4,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
21400,2016-02-20,2016-02-26,2016-02-28,6,2,0,2,Resort Hotel,BB,Direct,Direct,D,Transient-Party,0
21401,2016-02-20,2016-02-26,2016-02-28,6,2,0,2,Resort Hotel,BB,Direct,Direct,D,Transient-Party,0
21583,2016-02-20,2016-03-01,2016-03-04,10,3,0,3,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
21593,2016-02-20,2016-02-23,2016-03-05,3,2,2,9,Resort Hotel,HB,Offline TA/TO,TA/TO,A,Transient,0
21618,2016-02-20,2016-03-05,2016-03-06,14,3,0,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
21651,2016-02-20,2016-03-05,2016-03-06,14,3,0,1,Resort Hotel,HB,Online TA,TA/TO,A,Transient,0
21942,2016-02-20,2016-03-12,2016-03-13,21,3,0,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
22280,2016-02-20,2016-03-18,2016-03-22,27,3,2,2,Resort Hotel,BB,Offline TA/TO,TA/TO,D,Transient,0
22293,2016-02-20,2016-03-15,2016-03-23,24,3,2,6,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
22309,2016-02-20,2016-03-19,2016-03-23,28,3,2,2,Resort Hotel,BB,Online TA,TA/TO,E,Transient,0
22461,2016-02-20,2016-03-17,2016-03-26,26,3,2,7,Resort Hotel,BB,Online TA,TA/TO,E,Transient,0
22798,2016-02-20,2016-04-03,2016-04-06,43,4,2,1,Resort Hotel,BB,Direct,Direct,D,Transient,0
23339,2016-02-20,2016-04-13,2016-04-23,53,4,2,8,Resort Hotel,BB,Offline TA/TO,TA/TO,D,Transient,0
47529,2016-02-20,2016-02-26,2016-02-20,6,2,0,2,City Hotel,SC,Online TA,TA/TO,A,Transient,1
47533,2016-02-20,2016-02-26,2016-02-20,6,2,0,2,City Hotel,SC,Online TA,TA/TO,A,Transient,1
47701,2016-02-20,2016-02-28,2016-02-27,8,2,2,2,City Hotel,BB,Online TA,TA/TO,D,Transient,1
47785,2016-02-20,2016-03-03,2016-02-29,12,3,2,5,City Hotel,BB,Online TA,TA/TO,D,Transient,1
47895,2016-02-20,2016-03-08,2016-02-29,17,3,0,3,City Hotel,BB,Direct,Direct,A,Transient,1
48467,2016-02-20,2016-03-24,2016-03-15,33,3,0,2,City Hotel,BB,Online TA,TA/TO,D,Transient,1
48471,2016-02-20,2016-03-24,2016-03-15,33,3,0,2,City Hotel,BB,Online TA,TA/TO,A,Transient,1
48483,2016-02-20,2016-03-24,2016-03-14,33,3,0,3,City Hotel,BB,Online TA,TA/TO,A,Transient,1
48522,2016-02-20,2016-03-25,2016-02-25,34,3,0,2,City Hotel,BB,Online TA,TA/TO,D,Transient,1
48631,2016-02-20,2016-03-25,2016-03-29,34,3,2,2,City Hotel,BB,Online TA,TA/TO,B,Transient,0
48979,2016-02-20,2016-04-04,2016-03-02,44,4,1,0,City Hotel,SC,Online TA,TA/TO,A,Transient,1
49397,2016-02-20,2016-04-12,2016-03-11,52,4,0,3,City Hotel,SC,Online TA,TA/TO,A,Transient,1
49712,2016-02-20,2016-04-17,2016-04-09,57,4,2,5,City Hotel,HB,Online TA,TA/TO,D,Transient,1
49747,2016-02-20,2016-04-19,2016-03-23,59,4,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,1
84229,2016-02-20,2016-02-20,2016-02-21,0,2,0,1,City Hotel,BB,Direct,Direct,A,Transient,0
84248,2016-02-20,2016-02-20,2016-02-21,0,2,0,1,City Hotel,BB,Direct,Direct,A,Transient,0
84350,2016-02-20,2016-02-23,2016-02-25,3,2,0,2,City Hotel,BB,Direct,Direct,A,Transient,0
84407,2016-02-20,2016-02-25,2016-02-26,5,2,0,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
84416,2016-02-20,2016-02-22,2016-02-26,2,2,1,3,City Hotel,BB,Online TA,TA/TO,A,Transient,0
84540,2016-02-20,2016-02-27,2016-02-28,7,2,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
84552,2016-02-20,2016-02-25,2016-02-28,5,2,0,3,City Hotel,BB,Online TA,TA/TO,A,Transient,0
84894,2016-02-20,2016-03-01,2016-03-06,10,3,0,5,City Hotel,BB,Online TA,TA/TO,D,Transient,0
85259,2016-02-20,2016-03-09,2016-03-12,18,3,0,3,City Hotel,SC,Online TA,TA/TO,A,Transient,0
85310,2016-02-20,2016-03-12,2016-03-13,21,3,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
85342,2016-02-20,2016-03-11,2016-03-14,20,3,1,2,City Hotel,SC,Online TA,TA/TO,A,Transient,0
85381,2016-02-20,2016-03-09,2016-03-14,18,3,1,4,City Hotel,BB,Online TA,TA/TO,D,Transient,0
85417,2016-02-20,2016-03-12,2016-03-15,21,3,2,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
86021,2016-02-20,2016-03-24,2016-03-26,33,3,0,2,City Hotel,BB,Online TA,TA/TO,A,Transient-Party,0
86023,2016-02-20,2016-03-24,2016-03-26,33,3,0,2,City Hotel,BB,Online TA,TA/TO,A,Transient-Party,0
86043,2016-02-20,2016-03-24,2016-03-26,33,3,0,2,City Hotel,BB,Online TA,TA/TO,A,Transient-Party,0
86168,2016-02-20,2016-03-26,2016-03-29,35,3,2,1,City Hotel,BB,Online TA,TA/TO,D,Transient,0
86455,2016-02-20,2016-04-02,2016-04-03,42,4,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
86466,2016-02-20,2016-04-01,2016-04-03,41,4,0,2,City Hotel,SC,Online TA,TA/TO,A,Transient,0
87354,2016-02-20,2016-04-13,2016-04-18,53,4,1,4,City Hotel,BB,Direct,Direct,E,Transient,0
18262,2016-02-21,2016-02-22,2016-02-22,1,2,1,0,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
21222,2016-02-21,2016-02-21,2016-02-22,0,2,1,0,Resort Hotel,BB,Direct,Direct,D,Transient,0
22486,2016-02-21,2016-03-25,2016-03-27,33,3,0,2,Resort Hotel,FB,Direct,Direct,C,Transient,0
47447,2016-02-21,2016-02-22,2016-02-22,1,2,1,0,City Hotel,SC,Online TA,TA/TO,A,Transient,1
47522,2016-02-21,2016-02-25,2016-02-25,4,2,4,11,City Hotel,BB,Online TA,TA/TO,D,Transient,1
47777,2016-02-21,2016-03-03,2016-02-26,11,3,1,3,City Hotel,HB,Online TA,TA/TO,A,Transient,1
47783,2016-02-21,2016-03-03,2016-02-26,11,3,1,3,City Hotel,HB,Online TA,TA/TO,D,Transient,1
47890,2016-02-21,2016-03-08,2016-03-02,16,3,0,1,City Hotel,BB,Online TA,TA/TO,B,Transient,1
47899,2016-02-21,2016-03-08,2016-02-22,16,3,0,4,City Hotel,SC,Online TA,TA/TO,A,Transient,1
48421,2016-02-21,2016-03-23,2016-03-18,31,3,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,1
48473,2016-02-21,2016-03-24,2016-03-11,32,3,0,3,City Hotel,BB,Online TA,TA/TO,D,Transient,1
48886,2016-02-21,2016-04-01,2016-02-21,40,4,1,2,City Hotel,SC,Online TA,TA/TO,A,Transient,1
48891,2016-02-21,2016-04-01,2016-02-21,40,4,1,2,City Hotel,BB,Online TA,TA/TO,D,Transient,1
49316,2016-02-21,2016-04-10,2016-02-28,49,4,2,2,City Hotel,BB,Online TA,TA/TO,D,Transient,1
49356,2016-02-21,2016-04-11,2016-04-07,50,4,1,3,City Hotel,BB,Online TA,TA/TO,A,Transient,1
49363,2016-02-21,2016-04-11,2016-04-11,50,4,1,3,City Hotel,BB,Online TA,TA/TO,A,Transient,1
49655,2016-02-21,2016-04-17,2016-03-01,56,4,2,0,City Hotel,SC,Online TA,TA/TO,A,Transient,1
49721,2016-02-21,2016-04-18,2016-03-29,57,4,1,1,City Hotel,BB,Online TA,TA/TO,A,Transient,1
84292,2016-02-21,2016-02-21,2016-02-22,0,2,1,0,City Hotel,BB,Direct,Direct,A,Transient,0
84301,2016-02-21,2016-02-22,2016-02-23,1,2,1,0,City Hotel,BB,Online TA,TA/TO,A,Transient,0
84437,2016-02-21,2016-02-25,2016-02-26,4,2,0,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
84475,2016-02-21,2016-02-25,2016-02-27,4,2,0,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
84479,2016-02-21,2016-02-25,2016-02-27,4,2,0,2,City Hotel,BB,Direct,Direct,E,Transient,0
84570,2016-02-21,2016-02-26,2016-02-28,5,2,0,2,City Hotel,SC,Online TA,TA/TO,A,Transient,0
84572,2016-02-21,2016-02-25,2016-02-28,4,2,0,3,City Hotel,BB,Online TA,TA/TO,A,Transient,0
84725,2016-02-21,2016-02-28,2016-03-03,7,2,2,2,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient-Party,0
84812,2016-02-21,2016-03-01,2016-03-04,9,3,0,3,City Hotel,BB,Online TA,TA/TO,A,Transient,0
84920,2016-02-21,2016-03-02,2016-03-06,10,3,0,4,City Hotel,SC,Online TA,TA/TO,A,Transient,0
85116,2016-02-21,2016-03-08,2016-03-10,16,3,0,2,City Hotel,BB,Corporate,TA/TO,D,Transient-Party,0
85118,2016-02-21,2016-03-09,2016-03-10,17,3,0,1,City Hotel,BB,Corporate,TA/TO,D,Transient-Party,0
85120,2016-02-21,2016-03-08,2016-03-10,16,3,0,2,City Hotel,BB,Corporate,TA/TO,D,Transient-Party,0
85150,2016-02-21,2016-03-09,2016-03-10,17,3,0,1,City Hotel,BB,Corporate,TA/TO,D,Transient-Party,0
85153,2016-02-21,2016-03-08,2016-03-11,16,3,0,3,City Hotel,BB,Corporate,TA/TO,D,Transient-Party,0
85155,2016-02-21,2016-03-08,2016-03-11,16,3,0,3,City Hotel,BB,Corporate,TA/TO,D,Transient-Party,0
85156,2016-02-21,2016-03-09,2016-03-11,17,3,0,2,City Hotel,BB,Corporate,TA/TO,D,Transient-Party,0
85157,2016-02-21,2016-03-07,2016-03-11,15,3,1,3,City Hotel,BB,Corporate,TA/TO,D,Transient-Party,0
85159,2016-02-21,2016-03-08,2016-03-11,16,3,0,3,City Hotel,BB,Corporate,TA/TO,D,Transient-Party,0
85162,2016-02-21,2016-03-08,2016-03-11,16,3,0,3,City Hotel,BB,Corporate,TA/TO,D,Transient-Party,0
85169,2016-02-21,2016-03-08,2016-03-11,16,3,0,3,City Hotel,BB,Corporate,TA/TO,D,Transient-Party,0
85220,2016-02-21,2016-03-09,2016-03-11,17,3,0,2,City Hotel,SC,Online TA,TA/TO,A,Transient-Party,0
85221,2016-02-21,2016-03-09,2016-03-11,17,3,0,2,City Hotel,SC,Online TA,TA/TO,A,Transient-Party,0
85368,2016-02-21,2016-03-11,2016-03-14,19,3,1,2,City Hotel,HB,Online TA,TA/TO,D,Transient,0
86017,2016-02-21,2016-03-23,2016-03-26,31,3,0,3,City Hotel,BB,Online TA,TA/TO,D,Transient-Party,0
86018,2016-02-21,2016-03-23,2016-03-26,31,3,0,3,City Hotel,BB,Online TA,TA/TO,D,Transient-Party,0
86126,2016-02-21,2016-03-25,2016-03-28,33,3,1,2,City Hotel,BB,Direct,Direct,E,Transient,0
86177,2016-02-21,2016-03-27,2016-03-29,35,3,2,0,City Hotel,SC,Online TA,TA/TO,A,Transient,0
86183,2016-02-21,2016-03-25,2016-03-29,33,3,2,2,City Hotel,BB,Online TA,TA/TO,D,Transient,0
86187,2016-02-21,2016-03-26,2016-03-29,34,3,2,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
86196,2016-02-21,2016-03-27,2016-03-29,35,3,2,0,City Hotel,SC,Online TA,TA/TO,A,Transient,0
86371,2016-02-21,2016-03-31,2016-04-02,39,3,0,2,City Hotel,HB,Online TA,TA/TO,A,Transient,0
86460,2016-02-21,2016-03-31,2016-04-03,39,3,0,3,City Hotel,BB,Online TA,TA/TO,D,Transient,0
87099,2016-02-21,2016-04-10,2016-04-14,49,4,2,2,City Hotel,BB,Online TA,TA/TO,D,Transient,0
87151,2016-02-21,2016-04-11,2016-04-15,50,4,1,3,City Hotel,BB,Online TA,TA/TO,A,Transient,0
87451,2016-02-21,2016-04-17,2016-04-20,56,4,2,1,City Hotel,BB,Direct,Direct,A,Transient,0
4263,2016-02-22,2016-02-27,2016-02-27,5,2,1,1,Resort Hotel,HB,Offline TA/TO,TA/TO,C,Transient,1
4434,2016-02-22,2016-03-17,2016-02-27,24,3,0,3,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
4446,2016-02-22,2016-03-18,2016-03-12,25,3,2,4,Resort Hotel,HB,Offline TA/TO,TA/TO,A,Transient,1
4669,2016-02-22,2016-03-26,2016-03-26,33,3,2,5,Resort Hotel,BB,Online TA,TA/TO,E,Transient,1
4716,2016-02-22,2016-03-29,2016-03-29,36,3,1,5,Resort Hotel,BB,Online TA,TA/TO,E,Transient,1
4717,2016-02-22,2016-03-29,2016-03-28,36,3,2,7,Resort Hotel,BB,Online TA,TA/TO,G,Transient,1
4868,2016-02-22,2016-04-04,2016-04-04,42,4,1,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
13841,2016-02-22,2016-03-07,2016-03-11,14,3,1,3,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
14482,2016-02-22,2016-02-23,2016-02-25,1,2,0,2,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
14493,2016-02-22,2016-02-22,2016-02-23,0,2,1,0,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
14504,2016-02-22,2016-02-25,2016-02-26,3,2,0,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
14907,2016-02-22,2016-03-24,2016-03-27,31,3,0,3,Resort Hotel,BB,Online TA,TA/TO,E,Group,0
18099,2016-02-22,2016-03-04,2016-03-06,11,3,0,2,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
18523,2016-02-22,2016-02-26,2016-02-27,4,2,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
19053,2016-02-22,2016-02-22,2016-02-26,0,2,1,3,Resort Hotel,BB,Direct,Direct,A,Transient,0
19155,2016-02-22,2016-02-22,2016-02-24,0,2,1,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
19326,2016-02-22,2016-02-22,2016-02-23,0,2,1,0,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
19342,2016-02-22,2016-02-22,2016-02-23,0,2,1,0,Resort Hotel,HB,Offline TA/TO,TA/TO,A,Group,0
20245,2016-02-22,2016-02-24,2016-02-25,2,2,0,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
20264,2016-02-22,2016-02-25,2016-02-26,3,2,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
20268,2016-02-22,2016-02-25,2016-02-26,3,2,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
20593,2016-02-22,2016-02-22,2016-02-23,0,2,1,0,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
21240,2016-02-22,2016-02-22,2016-02-23,0,2,1,0,Resort Hotel,BB,Complementary,Direct,F,Transient,0
21241,2016-02-22,2016-02-22,2016-02-23,0,2,1,0,Resort Hotel,BB,Complementary,Direct,F,Transient,0
21245,2016-02-22,2016-02-22,2016-02-23,0,2,1,0,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21253,2016-02-22,2016-02-22,2016-02-24,0,2,1,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21260,2016-02-22,2016-02-23,2016-02-24,1,2,0,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
21270,2016-02-22,2016-02-22,2016-02-24,0,2,1,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
21273,2016-02-22,2016-02-23,2016-02-24,1,2,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21282,2016-02-22,2016-02-22,2016-02-25,0,2,1,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21291,2016-02-22,2016-02-22,2016-02-25,0,2,1,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient-Party,0
21318,2016-02-22,2016-02-22,2016-02-26,0,2,1,3,Resort Hotel,BB,Direct,Direct,A,Transient,0
21327,2016-02-22,2016-02-22,2016-02-26,0,2,1,3,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
21361,2016-02-22,2016-02-26,2016-02-27,4,2,0,1,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
21381,2016-02-22,2016-02-26,2016-02-28,4,2,0,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21419,2016-02-22,2016-02-27,2016-02-29,5,2,1,1,Resort Hotel,BB,Online TA,TA/TO,G,Transient,0
21429,2016-02-22,2016-02-27,2016-02-29,5,2,1,1,Resort Hotel,HB,Offline TA/TO,TA/TO,A,Transient,0
21432,2016-02-22,2016-02-27,2016-02-29,5,2,1,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21448,2016-02-22,2016-02-26,2016-02-29,4,2,1,2,Resort Hotel,FB,Offline TA/TO,TA/TO,A,Transient,0
21461,2016-02-22,2016-02-26,2016-02-29,4,2,1,2,Resort Hotel,HB,Offline TA/TO,TA/TO,C,Transient,0
21462,2016-02-22,2016-02-26,2016-02-29,4,2,1,2,Resort Hotel,HB,Offline TA/TO,TA/TO,D,Transient,0
21466,2016-02-22,2016-02-26,2016-02-29,4,2,1,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21471,2016-02-22,2016-02-27,2016-02-29,5,2,1,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21529,2016-02-22,2016-02-29,2016-03-03,7,2,1,2,Resort Hotel,BB,Online TA,TA/TO,D,Transient,0
21530,2016-02-22,2016-02-29,2016-03-03,7,2,1,2,Resort Hotel,BB,Online TA,TA/TO,D,Transient,0
21551,2016-02-22,2016-02-29,2016-03-04,7,2,1,3,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21585,2016-02-22,2016-03-04,2016-03-05,11,3,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21588,2016-02-22,2016-02-27,2016-03-05,5,2,2,5,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
21596,2016-02-22,2016-03-01,2016-03-05,8,3,0,4,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21671,2016-02-22,2016-02-29,2016-03-06,7,2,1,5,Resort Hotel,BB,Direct,Direct,H,Transient,0
21786,2016-02-22,2016-03-09,2016-03-11,16,3,0,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21839,2016-02-22,2016-03-07,2016-03-12,14,3,1,4,Resort Hotel,BB,Direct,Direct,A,Transient,0
21853,2016-02-22,2016-03-10,2016-03-12,17,3,0,2,Resort Hotel,BB,Direct,Direct,E,Transient,0
21866,2016-02-22,2016-03-06,2016-03-13,13,3,2,5,Resort Hotel,BB,Online TA,TA/TO,E,Transient,0
21868,2016-02-22,2016-03-06,2016-03-13,13,3,2,5,Resort Hotel,BB,Online TA,TA/TO,D,Transient,0
22185,2016-02-22,2016-03-19,2016-03-20,26,3,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
22319,2016-02-22,2016-03-21,2016-03-23,28,3,1,1,Resort Hotel,BB,Direct,Direct,D,Transient,0
22320,2016-02-22,2016-03-21,2016-03-23,28,3,1,1,Resort Hotel,BB,Direct,Direct,D,Transient,0
22325,2016-02-22,2016-03-19,2016-03-23,26,3,2,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
22389,2016-02-22,2016-03-23,2016-03-24,30,3,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
22406,2016-02-22,2016-03-17,2016-03-24,24,3,2,5,Resort Hotel,BB,Offline TA/TO,TA/TO,D,Transient,0
22468,2016-02-22,2016-03-26,2016-03-27,33,3,0,1,Resort Hotel,HB,Online TA,TA/TO,E,Transient,0
22541,2016-02-22,2016-03-23,2016-03-28,30,3,1,4,Resort Hotel,BB,Direct,Direct,C,Transient,0
22552,2016-02-22,2016-03-21,2016-03-28,28,3,2,5,Resort Hotel,HB,Direct,Direct,D,Transient,0
22574,2016-02-22,2016-03-24,2016-03-29,31,3,2,3,Resort Hotel,BB,Online TA,TA/TO,E,Transient,0
22635,2016-02-22,2016-03-28,2016-03-31,35,3,1,2,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
